Virksomhedsnr.;Hvordan ser du mulighederne for at låne penge til din virksomhed? (fiktivt spørgsmål);Antal ansatte Cvr-nr.;Etableringsdato;Branchekode primær;Branchebetegnelse primær;Overført resultat 2021 (1.000 kr);Overført resultat 2020 (1.000 kr);Overført resultat 2019 (1.000 kr);Overført resultat 2018 (1.000 kr);Overført resultat 2017 (1.000 kr);Overført resultat 2016 (1.000 kr);Likvider 2021 (1.000 kr);Likvider 2020 (1.000 kr);Likvider 2019 (1.000 kr);Likvider 2018 (1.000 kr);Likvider 2017 (1.000 kr);Likvider 2016 (1.000 kr);Egenkapital 2021 (1.000 kr);Egenkapital 2020 (1.000 kr);Egenkapital 2019 (1.000 kr);Egenkapital 2018 (1.000 kr);Egenkapital 2017 (1.000 kr);Egenkapital 2016 (1.000 kr);Langfristet gæld 2021 (1.000 kr);Langfristet gæld 2020 (1.000 kr);Langfristet gæld 2019 (1.000 kr);Langfristet gæld 2018 (1.000 kr);Langfristet gæld 2017 (1.000 kr);Langfristet gæld 2016 (1.000 kr);Kortfristet gæld 2021 (1.000 kr);Kortfristet gæld 2020 (1.000 kr);Kortfristet gæld 2019 (1.000 kr);Kortfristet gæld 2018 (1.000 kr);Kortfristet gæld 2017 (1.000 kr);Kortfristet gæld 2016 (1.000 kr);Balance 2021 (1.000 kr);Balance 2020 (1.000 kr);Balance 2019 (1.000 kr);Balance 2018 (1.000 kr);Balance 2017 (1.000 kr);Balance 2016 (1.000 kr);Afkastningsgrad 2021 (%);Afkastningsgrad 2020 (%);Afkastningsgrad 2019 (%);Afkastningsgrad 2018 (%);Afkastningsgrad 2017 (%);Afkastningsgrad 2016 (%);Likviditetsgrad 2021 (%);Likviditetsgrad 2020 (%);Likviditetsgrad 2019 (%);Likviditetsgrad 2018 (%);Likviditetsgrad 2017 (%);Likviditetsgrad 2016 (%);Soliditetsgrad 2021 (%);Soliditetsgrad 2020 (%);Soliditetsgrad 2019 (%);Soliditetsgrad 2018 (%);Soliditetsgrad 2017 (%);Soliditetsgrad 2016 (%);Egenkapital forrentning 2021 (%);Egenkapital forrentning 2020 (%);Egenkapital forrentning 2019 (%);Egenkapital forrentning 2018 (%);Egenkapital forrentning 2017 (%);Egenkapital forrentning 2016 (%)
2077;Gode;21;15-06-2005;494100;Vejgodstransport;;5589;4240;4128;3395;2762;;0;102;643;1666;1350;;6464;5361;5249;4516;4383;;;;;;;;4864;2521;1796;1720;2057;;11575;8130;7323;6470;6742;;11,9;1,71;12,33;12,47;6,67;;110,69;103,33;122,49;191,69;139,52;;55,84;65,94;71,68;69,8;65,01;;17,06;2,09;13,96;14,02;7,69
2085;Gode;21;27-03-2000;432200;VVS- og blikkenslagerforretninger;;5499;4082;3664;2378;1595;;1184;3496;2078;2089;1999;;6567;5150;4732;3446;2329;;760;798;836;874;902;;3843;3498;3806;3128;3458;;11626;9745;9604;7756;6760;;22,27;13,4;24,74;21,96;7,13;;164,09;203;183,47;178,2;134,36;;56,49;52,85;49,27;44,43;34,45;;29,71;18,49;38,46;38,22;13,83
2155;Gode;21;29-10-1982;261200;Fremstilling af printplader o.l.;;4579;4405;4153;4025;3981;;1554;5;26;5;4;;6234;5195;5177;4625;4681;;1053;1149;1244;1352;1479;;4440;4358;3360;3138;3532;;12220;11223;10255;9576;10147;;14,54;6,83;8,82;3,05;8,1;;230,25;209,2;234,35;230,05;209,2;;51,01;46,29;50,48;48,3;46,13;;21,3;10,45;12,57;3,16;12,69
2192;Gode;21;01-07-1989;412000;Opførelse af bygninger;;2041;1600;1609;1541;1586;;2232;2;289;726;2;;5941;5480;5159;4941;4986;;844;283;;;;;5083;4589;3968;3250;3743;;12604;10837;9577;8888;9254;;24,88;23,93;23,21;20,89;19,94;;233,23;216,52;219,48;253,75;229,6;;47,14;50,57;53,87;55,59;53,88;;41,09;35,99;33,3;29,47;29,8
2201;Gode;21;09-07-1993;331200;Reparation af maskiner;;2460;2414;1502;1214;2312;;3;52;41;2;11;;3560;3514;2602;2314;3412;;2648;1745;1708;1861;1886;;6477;6107;7819;6988;4439;;12685;11367;12128;11163;9738;;3,2;13,63;5,89;-10,1;10,45;;129,52;121,01;110,35;116,21;150,82;;28,06;30,91;21,45;20,73;35,04;;1,29;25,98;11,07;;16,5
2212;Gode;21;25-10-1990;432100;El-installation;4179;3924;3589;2532;2471;2447;6440;5770;3744;1472;2699;3285;8379;7724;6889;5832;5871;5647;0;439;;;;;9660;4510;4517;3291;4118;3476;18090;12775;11478;9124;9989;9122;21,85;30,83;29,48;32,33;28,16;27;169,78;241,91;208,77;222,64;193,2;214,7;46,32;60,46;60,02;63,92;58,77;61,91;38,85;38;33,97;37,05;37,88;35,47
2257;Neutrale;21;30-06-1998;433200;Tømrer- og bygningssnedkervirksomhed;;2920;2472;2199;2621;2114;;3539;2459;2943;4034;2669;;4200;2752;2479;2901;2394;;0;197;;;;;8779;5249;6249;5630;6676;;13231;8434;8790;8721;9181;;14,65;5,11;-5,21;8,24;13,45;;139,91;147,17;131,06;140,11;128,12;;31,74;32,63;28,2;33,26;26,08;;34,48;9,96;;17,48;35,92
2297;Gode;21;19-08-2009;412000;Opførelse af bygninger;;3011;3188;2714;2620;2919;;1619;2450;1;724;355;;3836;4013;3269;3445;3144;;1727;2057;2390;2713;3827;;6682;4849;8661;7577;6893;;13646;12196;15291;14587;14280;;3,69;10,79;3,54;12,18;18,67;;114,88;129,61;106,69;111,44;117,34;;28,11;32,9;21,38;23,62;22,02;;11,05;25,89;8,75;33,88;63,17
2330;Gode;21;04-05-1984;433200;Tømrer- og bygningssnedkervirksomhed;5761;5661;5637;5550;5564;5558;7648;5926;5901;4842;7985;5007;9411;7711;7487;7300;9414;6108;946;563;391;430;466;502;4068;4843;3204;5298;4368;4514;15217;14076;11605;13754;15097;11850;26,49;14,68;15,61;11,54;28,21;15,81;332,42;253,38;313,95;224,18;304,49;225,52;61,85;54,78;64,52;53,08;62,36;51,54;34,01;19,76;18,54;16,25;35,13;23,48
2424;Gode;21;01-01-1989;259900;Fremstilling af andre færdige metalprodukter i.a.n.;;4886;5087;4814;4605;4116;;3611;1874;1225;551;;;6038;5962;6218;5480;4991;;5061;5089;5362;6045;6134;;3737;2884;3440;2739;4225;;15134;14138;15192;14263;15470;;1,39;3,35;7,08;11,26;6,29;;180,33;172,88;154,53;156,33;100,99;;39,9;42,17;40,93;38,42;32,26;;1,26;4,58;11,88;21,63;12,78
2454;Gode;21;30-01-2008;439100;Tagdækningsvirksomhed;;;;;;;;5548;1200;3440;1139;1417;;5391;4227;4173;2713;1400;;0;324;;;;;7280;8552;4840;6059;3603;;15543;15409;12232;11027;6670;;41,4;31,46;39,04;26,46;18,2;;211,96;178,75;250,52;179,57;181,15;;34,68;27,43;34,12;24,6;20,99;;90,74;88,19;87,99;81,53;64,36
2473;Gode;21;22-01-2007;494100;Vejgodstransport;;8318;7630;6860;6253;5397;;1277;1734;3218;4070;3589;;10568;9880;9110;8503;7647;;664;0;1376;2269;2157;;3946;4361;4095;4992;3816;;15806;14853;15151;16402;14287;;21,87;23,95;22,26;22,61;25,98;;124,48;118,87;171,72;164,4;218,19;;66,86;66,52;60,13;51,84;53,52;;25,44;28,03;28,63;33,58;37,78
2527;Gode;21;29-03-2007;256200;Maskinforarbejdning;;7299;7285;6546;5999;5092;;1025;1592;442;1077;4945;;8299;8285;7546;6999;6092;;4323;5263;5978;6715;7235;;3889;4808;7664;6806;7923;;16510;18356;21188;20519;21250;;0,21;5,89;3,49;5,67;-4,4;;320,49;283,59;208,47;220,32;191,7;;50,27;45,14;35,61;34,11;28,67;;0,17;8,92;7,26;12,96;
2530;Gode;21;17-10-2005;433200;Tømrer- og bygningssnedkervirksomhed;;6294;4613;2462;2212;1834;;1804;;0;0;1300;;6794;5221;3068;4712;3834;;744;778;813;847;881;;8216;7216;6639;7044;4136;;16539;13603;10882;12931;9169;;13,33;21,87;4,01;22,99;23,37;;184,32;170,81;140,02;160,56;177,76;;41,08;38,38;28,19;36,44;41,81;;24,76;43,29;11,6;50,47;43,51
2572;Gode;21;30-11-1982;162300;Fremstilling af bygningstømmer og snedkeriartikler i øvrigt;;5188;5712;3049;1667;1309;;20;20;20;120;20;;8863;9459;9437;8055;6697;;2082;1673;1852;2042;2185;;5587;4104;4001;3877;3592;;17142;15846;15883;14555;13044;;1,27;6,8;17,71;10,78;6,36;;238,91;289,4;295,33;273,46;251,22;;51,7;59,69;59,42;55,34;51,34;;4,56;10,8;25,23;16,87;11,18
2655;Gode;21;15-10-2000;282900;Fremstilling af andre maskiner til generelle formål i.a.n.;;9084;7985;7739;4386;3199;;12;13;6;96;42;;11890;10041;8795;5442;4255;;;;;;;;6358;9678;11914;10203;11386;;18497;19952;20982;15881;15869;;13,47;4,79;12,87;11,08;13,69;;287,53;203,65;174,15;152,97;137,13;;64,28;50,33;41,92;34,27;26,81;;23,97;7,08;38,12;21,81;36,64
2664;Gode;21;01-12-2003;251100;Fremstilling af metalkonstruktioner og dele heraf;;3231;3253;2834;8480;6450;;6259;5227;550;3821;1827;;8731;6753;5834;10980;7950;;;;0;6078;6997;;9854;5482;4692;5960;5580;;18697;12403;10717;23269;20805;;33,68;35,39;39,3;22,45;15,2;;182,78;210,71;211,23;169,77;103,64;;46,7;54,45;54,44;47,19;38,21;;57;50,63;57,27;34,21;26,34
2686;Gode;21;01-12-1985;181300;Prepress- og premedia-arbejde;;11070;9788;7651;6187;4968;;5441;659;2793;1492;3044;;11570;10288;10151;6687;8468;;1030;375;;0;0;;6232;6446;7027;7505;4909;;19055;17292;17198;14191;13377;;10,06;16,81;26,63;20,21;28,77;;176,93;122,77;140,12;121,07;202,87;;60,72;59,5;59,02;47,12;63,3;;11,08;20,77;34,12;31,14;34,09
2687;Gode;21;02-09-1983;522220;Bugserings-, bjærgnings- og redningsvæsen mv.;;4384;3188;2417;442;350;;0;960;3;7;98;;4884;4688;2917;1942;1600;;6794;7840;10418;9516;;;6581;4959;6049;2503;929;;19069;18275;20135;14657;2972;;9,22;13,3;13,47;12,04;53,33;;60,08;49,77;60,09;62,56;103,12;;25,61;25,65;14,49;13,25;53,84;;24,49;37,78;67,67;56,23;92,69
2693;Gode;21;15-11-1999;309200;Fremstilling af cykler og invalidekøretøjer;;6452;6254;5892;5896;7417;;3608;1042;862;2691;3014;;10577;8879;9017;10521;10042;;1416;1643;1182;1273;1363;;6986;2334;3108;2329;2665;;19215;13074;13492;14316;14318;;30,47;28,33;28,79;24,18;28,05;;224,79;394,94;337,61;475,14;423,23;;55,05;67,91;66,83;73,49;70,14;;39,69;32,24;33,23;28,31;29,91
2767; Gode;21;21-10-2008;439910;Murere;;4807;3104;2949;1690;3482;;1942;967;128;109;1218;;4932;3229;3074;1815;3607;;2939;2603;2650;2901;3779;;12381;12135;8774;6987;6034;;20797;18224;14789;11919;14019;;10,59;8,51;11,13;4,5;20,45;;138,4;118,2;121,23;103,52;116,29;;23,71;17,72;20,79;15,23;25,73;;34,55;35,74;40,99;22,48;61,69
2873;Gode;21;24-11-1978;289200;Fremstilling af maskiner til råstofindvindingsindustrien samt bygge og anlæg;;9894;10660;10456;8688;8888;;3350;1496;5017;2556;7125;;17027;16507;15752;14033;14218;;0;470;;;0;;5244;7793;7790;7801;7726;;23138;25416;23984;22141;22588;;5,32;6,37;11,48;6,49;10,38;;275,08;254,99;254,44;222,74;221,84;;73,59;64,95;65,68;63,38;62,94;;5,55;7,4;13,61;7,84;12,39
2879;Gode;21;08-03-2007;433200;Tømrer- og bygningssnedkervirksomhed;;12809;10310;7723;5983;4015;;9587;2719;1445;1879;1914;;14809;12310;8223;7483;6015;;873;302;;;;;6606;4665;3332;4253;3756;;23255;18927;12524;12479;10303;;22,88;27,88;18,03;30,64;37,11;;326,17;367,55;336,67;253,16;237,35;;63,68;65,04;65,66;59,96;58,38;;27;33,2;21,17;39,66;49,61
2942;Gode;21;25-06-2003;259900;Fremstilling af andre færdige metalprodukter i.a.n.;;6533;6271;6108;5287;4929;;81;69;64;55;57;;8233;7171;7808;6787;6229;;6510;8406;6130;7264;6082;;8579;9559;10369;10735;9745;;24587;26334;25378;25639;22592;;9,23;4,5;11,93;8,64;7,53;;80,71;67,22;91,66;90,27;96,93;;33,49;27,23;30,77;26,47;27,57;;17,76;7,85;25,88;20,01;16,99
3004;Gode;21;29-09-2003;256100;Overfladebehandling af metal;;7954;5676;4433;5765;10575;;1603;;0;256;830;;10272;7976;5689;7022;12219;;321;;;;;;11360;12256;7434;4083;3056;;25826;24690;18050;16877;15547;;14,92;10,23;-8,59;12,5;18,42;;156,36;143,02;137,75;213,2;207,69;;39,77;32,3;31,52;41,61;78,59;;32,09;28,7;;28,8;22,2
3050;Gode;21;01-09-2000;522920;Speditører;;1843;3411;7194;7625;6479;;4014;1784;1679;3065;1429;;5322;4657;7626;7750;6604;;538;;;;;;21274;19335;18374;23623;13502;;27134;23993;26001;31414;20114;;6,25;5,41;12,32;8,71;5,72;;122,46;118,23;134,15;127,02;136,59;;19,61;19,41;29,33;24,67;32,83;;26,57;22,53;36,45;27,69;14,76
3095;Gode;21;01-04-1991;172900;Fremstilling af andre papir- og papvarer;;16336;13884;13199;12105;11698;;5504;1325;1939;128;330;;19668;18216;16031;14937;14530;;1595;1398;1678;1934;5368;;5916;5032;7670;9727;8627;;28161;25947;26953;28340;30253;;19,86;18,82;13,02;9,05;12,25;;316,28;282,23;165,14;115,74;146,11;;69,84;70,2;59,48;52,71;48,03;;22,64;20,23;16,18;12,77;19,48
3115; Gode;21;09-12-1975;256200;Maskinforarbejdning;;68;137;-338;-2232;-2619;;1774;419;452;399;48;;9193;9337;7662;5768;5381;;10327;9384;5260;5677;6322;;7935;6854;8525;8089;5235;;28780;26822;22335;20132;17411;;6,04;9,32;12,27;4,16;-0,59;;124,81;135,19;127,16;97,54;93,75;;31,94;34,81;34,3;28,65;30,91;;11,49;17,95;24,71;6,74;
3142; Gode;21;01-01-2001;289900;Fremstilling af øvrige maskiner til specielle formål i.a.n.;15385;14988;11047;9554;7997;7556;6384;7271;4217;1687;2005;1044;16885;17488;15047;12754;10997;10556;3917;4231;603;2151;2482;2234;3089;5738;13694;5819;5275;5628;25822;29363;32038;21456;19660;19545;7,39;34,61;28,57;32,43;20,35;31,08;442,21;272,2;156,75;170,1;238,33;225,02;65,39;59,56;46,97;59,44;55,94;54,01;8,27;33,41;33,72;33,52;26,74;42,67
3156; Gode;21;15-04-1992;309200;Fremstilling af cykler og invalidekøretøjer;;13089;11402;6944;8292;7682;;8864;2556;6935;3677;1913;;21038;17909;16347;15792;14682;;0;159;;;;;8073;8432;13910;6801;5934;;29704;27046;30705;22594;20661;;29,59;40,59;31,25;43,26;41,45;;325,53;281,33;199,71;318,39;325,31;;70,83;66,22;53,24;69,89;71,06;;32,52;47,8;46,22;48,19;45,43
3180; Gode;21;28-05-2010;222200;Fremstilling af plastemballage;;13820;9952;6446;4775;4408;;4782;557;0;193;716;;22320;10452;8946;8275;6908;;1965;4226;2342;1555;1813;;6099;6624;6333;4666;5240;;30519;21341;17872;14694;14075;;50,32;22,35;26,94;30,24;25,93;;287,42;196,53;180,51;184,46;172,9;;73,13;48,98;50,06;56,32;49,08;;53,17;33,54;41,05;40,69;39,55
3271;Neutrale;21;26-02-2003;281200;Fremstilling af hydraulisk udstyr;10389;10065;9797;9906;7808;7371;0;0;0;0;0;2006;10889;10565;11097;11406;9308;8871;12252;12853;5459;;;;10069;10873;18863;17316;10027;9028;33293;34348;35467;28724;19335;17898;2,93;2,93;4,68;15,15;9,93;17,52;213,28;200,04;115,76;100,81;150,48;173,66;32,71;30,76;31,29;39,71;48,14;49,56;2,98;2,53;6,23;27,16;15,44;25,66
3373;Gode;21;29-10-1971;141200;Fremstilling af arbejdsbeklædning;;18766;18709;15027;14975;14452;;1087;1016;630;1752;1977;;20887;23813;18143;19350;16509;;8571;;;;;;9270;18240;12766;7724;16509;;39187;42562;31514;27635;33430;;1,47;20,96;4,08;14,57;3,31;;413,16;226,09;233,66;328,2;194,22;;53,3;55,95;57,57;70,02;49,38;;0,43;28,03;4,39;16,07;2,67
3508;Gode;21;21-08-1962;464700;Engroshandel med møbler, tæpper og belysningsartikler;;28040;28378;27639;24095;16908;;15578;7632;19502;2821;2625;;41040;37378;36639;27095;37908;;670;228;;;;;5489;4746;8259;19661;10081;;47199;42353;44898;46756;47989;;34,46;25,65;32,2;26,2;27,8;;850,36;874,17;535,48;234,71;469,3;;86,95;88,25;81,6;57,95;78,99;;28,42;23,38;31,51;33,91;26,45
3543;Gode;21;01-01-1988;467310;Engroshandel med træ, trælast og byggematerialer;;14972;14378;13415;12659;11422;;1;1;3;3;3;;19972;19378;18415;17659;16422;;;;;;;;28246;19301;19631;19307;18422;;48883;39264;38556;37526;35529;;1,38;1,62;2,39;3,38;3,76;;171,61;200,62;195,32;194,01;192,54;;40,86;49,35;47,76;47,06;46,22;;2,97;4,63;4,47;7;8,4
3644;Gode;21;26-02-1987;282500;Fremstilling af køle- og ventilationsanlæg (til industriel brug);;39;729;401;80;95;;27407;20048;9258;9104;13264;;5789;7538;6519;4008;4245;;945;0;1518;1681;1840;;44678;32683;22604;21546;30497;;58559;46401;35607;31839;40700;;5,95;12,67;15,01;44,97;17,62;;117,2;121,97;128,07;115,79;109,33;;9,89;16,25;18,31;12,59;10,43;;43,19;58,95;57,09;200;108,1
3683; Gode;21;02-04-1992;494100;Vejgodstransport;;15426;14732;15404;14740;11351;;116;57;2046;342;303;;21526;20832;21504;22840;17451;;4194;5050;3901;3012;5112;;34171;31529;32865;25776;32093;;63037;60787;61829;55231;57467;;2,24;-0,37;3,2;13,96;1,85;;34,34;26,03;33,55;32,44;28,46;;34,15;34,27;34,78;41,35;30,37;;3,22;;3,08;23,59;
3732; Gode;21;01-07-1989;266090;Fremstilling af bestrålingsudstyr og elektromedicinsk og elektroterapeutisk udstyr;;15223;18807;10297;33386;24981;;320;1891;7028;5973;2083;;42820;35433;48799;48531;33341;;4625;4909;5187;5458;5724;;16397;14668;34321;29623;14950;;68762;61438;93332;88701;56898;;13,86;5,2;10,82;24,54;21,07;;154,34;150,02;115,46;105,67;169,19;;62,27;57,67;52,29;54,71;58,6;;18,56;34,17;0,47;30,03;37,68
4237;Gode;21;20-11-1985;325000;Fremstilling af medicinske og dentale instrumenter samt udstyr hertil;;22192;1506;10692;19366;15709;;136335;1114;475;296;12767;;22242;1556;10742;19416;15759;;3634;;;;;;272824;175669;124275;126075;93555;;298703;177223;135017;145491;109314;;7,52;2,48;;10,61;21,39;;107,7;97,44;;107,3;113,28;;7,45;0,88;;13,35;14,42;;93,01;96,66;;99,74;99,26
715;Neutrale;20;28-03-2000;433410;Malerforretninger;;392;232;531;457;229;;260;125;385;205;911;;517;357;656;687;457;;0;188;;;;;3628;2605;11099;8386;9190;;4145;3150;12010;9266;9781;;6,85;-10,48;2,11;5,68;7,39;;92,42;93,78;101,53;100,92;99,62;;12,47;11,33;5,46;7,41;4,67;;30,95;;11,43;48,47;113,13
823;Gode;20;08-05-2006;532000;Andre post- og kurertjenester;;12;8;1;1;30;;2277;174;199;322;172;;637;383;416;1056;405;;;;;;;;3848;2468;2065;1388;1510;;4490;2857;2480;2443;1915;;14,79;11,73;15,08;47,73;17,81;;99,58;86,99;113,56;161,17;118,15;;14,19;13,41;16,77;43,23;21,15;;79,12;67,1;69,47;85,23;65,19
865;Gode;20;01-09-2000;256100;Overfladebehandling af metal;;0;;;;;;58;0;769;1063;649;;3072;3218;3567;4038;2728;;38;;0;493;521;;1491;1509;1636;1537;1849;;4639;4727;5203;6069;5099;;43,63;46,84;51,3;55,02;32,38;;230,38;217,96;258,25;318,8;211,09;;66,22;68,08;68,56;66,53;53,5;;51,17;53,39;58;62,85;45,01
1186;Gode;20;13-02-2006;412000;Opførelse af bygninger;;1016;652;367;1624;1490;;393;50;505;324;849;;1141;777;492;1749;1615;;;71;184;1174;1174;;4823;5426;2806;7523;8811;;5964;6274;3481;10447;11600;;8,2;1,93;-32,84;3,34;16,16;;114,29;97,42;95,55;127,01;124,91;;19,13;12,38;14,13;16,74;13,92;;31,99;36,81;;7,66;69,78
1224; Gode;20;02-10-2007;432100;El-installation;2146;1946;1910;1591;1617;1183;16;4;3;8;3;14;2271;2071;2035;1716;1742;1308;616;600;;;;0;3677;3449;3160;3906;3030;2975;6574;6120;5195;5622;4819;4308;3,92;1,01;8,07;-0,14;11,99;0,77;154,17;164,28;152,28;135,71;151,49;129,88;34,55;33,84;39,17;30,52;36,15;30,36;8,81;1,74;15,63;;24,91;0,38
1228; Gode;20;27-06-1996;433200;Tømrer- og bygningssnedkervirksomhed;;977;818;771;758;764;;950;2002;1316;684;514;;1377;1743;1496;1183;1089;;457;;;;;;4200;3447;2886;2163;2014;;6141;5254;4382;3366;3103;;9,36;20,84;18,07;10,99;7,77;;85,38;102,76;146,85;147,99;146,13;;22,42;33,17;34,14;35,15;35,1;;31,52;48,59;40,98;24,94;15,79
1334;Neutrale;20;20-06-2007;433300;Udførelse af gulvbelægninger og vægbeklædning;;2483;2055;1549;717;550;;176;325;86;644;3;;2630;2202;1696;1092;675;;1134;923;625;286;360;;2792;1533;1654;1021;1011;;6645;4759;4013;2400;2069;;7,77;14,37;16,7;23,71;2,95;;147,6;156,1;134,58;171,4;111,57;;39,58;46,27;42,26;45,5;32,62;;16,27;22,98;27,95;38,19;2,22
1403;Dårlige;20;01-11-2000;432100;El-installation;2075;1946;2548;2160;1588;1326;634;3;7;5;12;2;3075;3446;3048;2660;2088;1826;;;0;0;47;86;4743;3511;3550;3718;4292;3795;7967;6957;6597;6378;6427;5707;10,88;8,42;9,5;13,67;8,29;7,22;163;186,7;174,85;166,46;144,11;141,24;38,6;49,53;46,2;41,71;32,49;32;20,42;11,55;12,73;21,5;12,6;10,95
1517;Gode;20;02-02-2009;162400;Fremstilling af træemballage;;1032;697;460;322;235;;1;;;;;;1157;822;585;447;460;;1129;344;388;66;131;;5205;4637;5154;2765;1889;;7542;5829;6154;3295;2497;;7,5;10,55;6,29;6,07;28,43;;99,65;103,45;98,02;103;102,01;;15,34;14,1;9,51;13,57;18,42;;29,04;28,83;23,59;19,46;100,87
1529;Gode;20;27-10-2006;494100;Vejgodstransport;3952;2764;1822;;;;3847;1791;1512;889;;;4952;3264;2322;1199;741;338;1041;1080;2300;2222;1919;1377;4360;3221;3312;2421;2459;3112;10385;7598;7963;5843;5119;4826;21,99;17,18;20,48;14,63;15,39;14,82;165,94;133,84;109,51;91,04;59,74;56,97;47,68;42,96;29,16;20,52;14,48;7;34,09;28,89;48,36;38,2;54,52;200
1537;Dårlige;20;02-11-1987;282900;Fremstilling af andre maskiner til generelle formål i.a.n.;873;883;651;606;373;466;1095;10;202;8;3;3;2074;2205;2278;2036;2030;1526;0;96;0;116;;;8271;5283;3429;4317;3914;4026;10428;7643;5753;6510;5961;5552;0,96;6,25;13,44;9,19;10,89;-3,64;104,26;124,36;135,29;124,02;120,08;104,69;19,89;28,85;39,6;31,27;34,05;27,49;4,19;19,23;25,94;24,31;24,83;
1541;Dårlige;20;01-01-2005;432100;El-installation;;1418;1399;1381;1350;1313;;1096;1518;1421;1537;1790;;3518;3149;3581;3150;2613;;499;250;;;;;3647;2495;3198;3343;2248;;7664;5893;6779;6495;4864;;27,48;27,58;32,97;26,3;21,07;;196,63;214,19;192,06;175,86;196,26;;45,9;53,44;52,82;48,5;53,72;;46,02;40,23;48,31;42,48;30,88
1564;Dårlige;20;28-11-1983;259900;Fremstilling af andre færdige metalprodukter i.a.n.;;415;392;-11;-129;-152;;;;;0;3;;1315;1442;489;371;348;;0;293;;;;;6460;8710;6538;4973;3982;;7825;10443;7027;5344;4331;;9,29;13,86;8,48;3,16;-16,12;;108,2;113,02;99,02;96,74;94,98;;16,81;13,81;6,96;6,94;8,04;;32,17;66,02;59,51;6,2;
1593;Dårlige;20;27-03-2008;432100;El-installation;;1758;1500;1284;1224;925;;1273;755;18;12;13;;2633;2625;1809;1349;1050;;749;0;124;153;181;;4603;3953;6344;4808;4690;;7985;6578;8300;6310;5921;;18,21;28,53;9,66;8,43;4,29;;164,63;155,1;117,26;106,18;112,26;;32,97;39,91;21,8;21,38;17,73;;38,28;46,29;25,43;22,16;12,67
1652;Gode;20;21-09-1979;251100;Fremstilling af metalkonstruktioner og dele heraf;;2305;1799;1760;1369;797;;1290;582;571;2327;218;;2430;2424;2385;2494;922;;;;;;;;5881;5037;5621;6032;5671;;8361;7462;8009;8527;6613;;8,09;9,6;14,56;23,62;7,23;;114,33;137,3;131,97;130,69;101,99;;29,06;32,48;29,78;29,25;13,94;;20,82;22,24;37,36;63,03;40,67
1733; Gode;20;13-12-1988;281500;Fremstilling af lejer, tandhjul, tandhjulsudvekslinger og drivelementer;;1789;1446;1134;-32;-389;;1736;43;55;62;217;;2289;1946;1634;468;111;;2547;2987;3335;3022;;;3883;2712;3069;3054;5046;;8800;7735;8115;6545;5158;;6,28;6,79;19,08;6,17;-11,81;;198,43;239,27;222,25;164,47;78,04;;26,01;25,16;20,14;7,15;2,15;;14,94;16,03;71,36;76,07;
1751; Gode;20;12-07-2006;432100;El-installation;3087;2759;2507;2135;2017;2057;1959;2742;1298;5;41;4;3987;3472;3432;2385;2267;2307;311;553;575;431;590;504;4556;4836;3743;3895;4138;4850;8975;8876;7834;6741;7018;7807;15,83;13,01;21,69;6,54;3,62;9,54;174,63;158,56;176,41;143,54;133,01;130,04;44,42;39,12;43,81;35,38;32,3;29,55;27,66;24,19;34,15;10,19;3,71;20,85
1818; Gode;20;14-06-1999;432100;El-installation;;1305;2610;2542;3440;3408;;2130;119;632;3;39;;3806;3111;4048;4316;3909;;;;;;;;5455;4436;4188;4663;4877;;9341;7633;8347;9071;8882;;10,52;3,08;2,7;7,31;1,16;;160,29;158,66;185,96;178,15;164,22;;40,75;40,76;48,5;47,58;44,01;;18,26;2,15;2,67;9,43;0,74
1819; Gode;20;01-10-1991;331100;Reparation af jern- og metalvarer;3721;2206;1590;;942;894;90;2053;1786;;1023;1276;4221;2706;2090;;1442;1544;496;162;898;;;;4462;6374;4342;;4269;4407;9515;9342;7540;;5728;5982;20,97;8,96;7,65;;2,6;4,98;176,47;122,01;149,36;;119,56;122,03;44,36;28,97;27,72;;25,17;25,81;35,89;22,76;20,67;;3,33;10,75
1844;Dårlige;20;01-11-2009;432200;VVS- og blikkenslagerforretninger;1205;2097;1202;1189;1101;615;2618;2293;1948;1358;1522;3044;3984;3576;2932;3168;3581;3094;;;;;;2767;5922;5965;4745;4730;5190;2594;9908;9543;7677;7913;8811;8499;5,76;12,91;6,66;11,08;20,37;17,88;152,41;138,41;139,52;133,7;133,24;252,58;40,21;37,47;38,19;40,04;40,64;36,4;10,27;25,03;8,97;18,53;41,52;38,98
1880; Gode;20;26-11-1982;283000;Fremstilling af landbrugs- og skovbrugsmaskiner;;3715;3704;3301;2717;2511;;691;308;995;1317;177;;5215;4704;4301;4067;3511;;847;306;48;0;50;;3734;4998;6659;5791;5130;;9804;10008;11008;9858;8691;;12,8;5,81;7,59;6,96;-4,96;;232,08;187,92;155,07;155,83;150,12;;53,19;47;39,07;41,26;40,4;;19,39;8,55;13,58;13,67;
1924; Gode;20;01-07-1986;432200;VVS- og blikkenslagerforretninger;974;975;946;933;908;900;960;1225;920;1218;1215;5;1354;2919;1871;1733;1508;2200;5;525;;0;130;230;8146;6639;6769;5047;5310;4077;9607;10165;8708;6832;6983;6573;3,12;22,95;11,47;13,26;8,75;22,47;106,13;140,58;116,52;118,19;115,05;139,17;14,09;28,72;21,49;25,37;21,6;33,47;13,22;60,77;39,44;36,12;26,99;51,59
